Eaf,Ealf,Eauxf,Eauxf_cs,Eauxf_fw,Eauxf_hs,Eauxf_ve,Eauxf_ww,Ecaf,Edataf,Ef,Ehs_lat_aux,Elf,Eprof,Eref,I_rad,I_sol,QCf,QEf,QHf,Qcdataf,Qcref,Qcs,Qcs_em_ls,Qcs_lat_sys,Qcs_sen,Qcs_sen_incl_em_ls,Qcs_sen_sys,Qcsf,Qcsf_lat,Qhprof,Qhs,Qhs_em_ls,Qhs_lat_sys,Qhs_sen,Qhs_sen_incl_em_ls,Qhs_sen_sys,Qhsf,Qhsf_lat,Qs,Qww,Qwwf,T_ext,T_sky,Ta_re_cs,Ta_re_hs,Ta_sup_cs,Ta_sup_hs,Tcdataf_re,Tcdataf_sup,Tcref_re,Tcref_sup,Tcsf_re,Tcsf_sup,Thsf_re,Thsf_sup,Twwf_re,Twwf_sup,m_ve_inf,m_ve_mech,m_ve_recirculation,m_ve_required,m_ve_window,ma_sup_cs,ma_sup_hs,mcpcsf,mcpdataf,mcphsf,mcpref,mcpwwf,people,rh_ext,system_status,ta_cs_set,ta_hs_set,theta_a,theta_c,theta_m,theta_o,theta_ve_mech,u_wind,ve,w_int
1572.857,4594.452,4.975,0,0,2.702,0,2.272,0,0,4599.426,0,3021.595,0,0,966.754,2759.726,0,14409.614,9810.188,0,0,0,0,0,0,0,0,0,0,0,6208.184,1187.685,0,6208.184,7395.869,6208.184,7577.184,0,179.997,1546.958,2233.003,9.300,44.364,0,0,0,0,0,0,0,0,0,0,40.332,46.079,10,60,0.196,0,0,0.032,0.000,0,0,0,0,1318.446,0,44.660,2,87,Radiative heating,,20.502,20.502,18.936,18.371,19.422,9.300,3.700,92.570,0
1572.857,4594.452,3.107,0,0,2.702,0,0.404,0,0,4597.558,0,3021.595,0,0,967.538,1433.583,0,13960.735,9363.176,0,0,0,0,0,0,0,0,0,0,0,6079.418,1171.508,0,6079.418,7250.927,6079.418,7428.505,0,269.995,1335.269,1934.672,9.400,44.476,0,0,0,0,0,0,0,0,0,0,40.044,45.678,10,60,0.196,0,0,0.048,0.000,0,0,0,0,1318.446,0,38.693,3,86,Radiative heating,,20.502,20.502,18.985,18.446,19.455,9.400,2.900,138.855,0
812.465,2382.402,3.076,0,0,2.702,0,0.374,0,0,2385.478,0,1569.937,0,0,1062.770,-206.390,0,12404.997,10019.519,0,0,0,0,0,0,0,0,0,0,0,6655.682,1513.707,0,6655.682,8169.389,6655.682,8365.088,0,179.997,1139.863,1654.431,11.500,46.491,0,0,0,0,0,0,0,0,0,0,41.834,48.179,10,60,0.194,0,0,0.031,0.000,0,0,0,0,1318.446,0,33.089,2,84,Radiative heating,,20.502,20.502,19.021,18.487,19.480,11.500,4.700,92.570,0
812.465,2382.402,3.033,0,0,2.702,0,0.331,0,0,2385.436,0,1569.937,0,0,1111.045,-1036.138,0,11829.536,9444.100,0,0,0,0,0,0,0,0,0,0,0,6336.665,1606.615,0,6336.665,7943.280,6336.665,8131.134,0,179.997,895.607,1312.966,12.700,47.500,0,0,0,0,0,0,0,0,0,0,41.392,47.560,10,60,0.193,0,0,0.031,0.000,0,0,0,0,1318.446,0,26.259,2,66,Radiative heating,,20.502,20.502,19.061,18.530,19.508,12.700,4.300,92.570,0
812.465,2382.402,3.012,0,0,2.702,0,0.309,0,0,2385.414,0,1569.937,0,0,1141.633,-1141.633,0,11391.411,9005.997,0,0,0,0,0,0,0,0,0,0,0,6031.502,1639.013,0,6031.502,7670.515,6031.502,7850.549,0,179.997,781.621,1155.448,13.400,48.148,0,0,0,0,0,0,0,0,0,0,40.858,46.812,10,60,0.193,0,0,0.031,0.000,0,0,0,0,1318.446,0,23.109,2,60,Radiative heating,,20.502,20.502,19.105,18.582,19.538,13.400,3.700,92.570,0
1572.857,4594.452,2.939,0,0,2.702,0,0.236,0,0,4597.390,0,3021.595,0,0,1151.702,-1151.702,0,11501.967,6904.577,0,0,0,0,0,0,0,0,0,0,0,4727.252,1311.491,0,4727.252,6038.743,4727.252,6180.170,0,269.995,455.945,724.407,13.600,48.390,0,0,0,0,0,0,0,0,0,0,37.558,42.246,10,60,0.193,0,0,0.047,0.000,0,0,0,0,1318.446,0,14.488,3,57,Radiative heating,,20.502,20.502,19.175,18.666,19.586,13.600,4.000,138.855,0
1572.857,4594.452,3.024,0,0,2.702,0,0.322,0,0,4597.476,0,3021.595,0,0,1136.363,-1136.363,0,11850.142,7252.666,0,0,0,0,0,0,0,0,0,0,0,4654.173,1214.902,0,4654.173,5869.075,4654.173,6007.426,0,359.994,846.756,1245.239,13.000,48.157,0,0,0,0,0,0,0,0,0,0,37.204,41.760,10,60,0.193,0,0,0.063,0.000,0,0,0,0,1318.446,0,24.905,5,57,Radiative heating,,20.502,20.502,19.211,18.728,19.611,13.000,1.700,185.140,0
1572.857,4594.452,3.070,0,0,2.702,0,0.368,0,0,4597.522,0,3021.595,0,0,1106.338,-1106.338,0,12152.460,7554.938,0,0,0,0,0,0,0,0,0,0,0,4653.395,1157.681,0,4653.395,5811.077,4653.395,5948.801,0,359.994,1107.296,1606.137,12.500,47.595,0,0,0,0,0,0,0,0,0,0,37.083,41.595,10,60,0.193,0,0,0.063,0.000,0,0,0,0,1318.446,0,32.123,5,58,Radiative heating,,20.502,20.502,19.235,18.771,19.628,12.500,3.300,185.140,0
1572.857,4594.452,3.086,0,0,2.702,0,0.384,0,0,4597.538,0,3021.595,0,0,1084.169,-1084.169,0,12266.734,7669.196,0,0,0,0,0,0,0,0,0,0,0,4668.655,1119.440,0,4668.655,5788.095,4668.655,5925.865,0,359.994,1204.998,1743.331,12.100,47.174,0,0,0,0,0,0,0,0,0,0,37.036,41.530,10,60,0.194,0,0,0.063,0.000,0,0,0,0,1318.446,0,34.867,5,61,Radiative heating,,20.502,20.502,19.250,18.800,19.638,12.100,2.200,185.140,0
812.465,2382.402,2.978,0,0,2.702,0,0.275,0,0,2385.380,0,1569.937,0,0,1052.920,-1052.920,0,10642.172,8256.793,0,0,0,0,0,0,0,0,0,0,0,5812.740,1333.441,0,5812.740,7146.181,5812.740,7317.187,0,359.994,618.783,939.606,11.600,46.556,0,0,0,0,0,0,0,0,0,0,39.827,45.377,10,60,0.194,0,0,0.063,0.000,0,0,0,0,1318.446,0,18.792,5,61,Radiative heating,,20.502,20.502,19.224,18.783,19.620,11.600,0.600,185.140,0
812.465,2382.402,2.966,0,0,2.702,0,0.264,0,0,2385.369,0,1569.937,0,0,1030.889,-1030.889,0,10677.183,8291.814,0,0,0,0,0,0,0,0,0,0,0,5927.861,1314.338,0,5927.861,7242.199,5927.861,7416.241,0,449.992,569.932,875.574,11.200,46.079,0,0,0,0,0,0,0,0,0,0,40.020,45.645,10,60,0.194,0,0,0.079,0.000,0,0,0,0,1318.446,0,17.511,6,62,Radiative heating,,20.502,20.502,19.203,18.759,19.606,11.200,0.000,231.425,0
812.465,2382.402,2.955,0,0,2.702,0,0.253,0,0,2385.357,0,1569.937,0,0,1013.473,-1013.473,0,10796.499,8411.142,0,0,0,0,0,0,0,0,0,0,0,6109.119,1310.663,0,6109.119,7419.782,6109.119,7598.848,0,449.992,521.080,812.294,10.800,45.700,0,0,0,0,0,0,0,0,0,0,40.374,46.137,10,60,0.195,0,0,0.079,0.000,0,0,0,0,1318.446,0,16.246,6,66,Radiative heating,,20.502,20.502,19.178,18.729,19.589,10.800,0.000,231.425,0
204.151,612.763,2.892,0,0,2.702,0,0.190,0,0,615.655,0,408.612,0,0,988.313,-988.313,0,10033.861,9418.206,0,0,0,0,0,0,0,0,0,0,0,7188.630,1482.262,0,7188.630,8670.892,7188.630,8881.257,0,449.992,293.108,536.949,10.300,45.153,0,0,0,0,0,0,0,0,0,0,42.798,49.534,10,60,0.195,0,0,0.079,0.000,0,0,0,0,1318.446,0,10.739,6,68,Radiative heating,,20.502,20.502,19.121,18.665,19.549,10.300,0.000,231.425,0
204.151,612.763,2.829,0,0,2.702,0,0.127,0,0,615.592,0,408.612,0,0,957.548,-957.548,0,10281.702,9666.110,0,0,0,0,0,0,0,0,0,0,0,7531.168,1483.627,0,7531.168,9014.796,7531.168,9234.882,0,449.992,132.081,431.228,9.700,44.451,0,0,0,0,0,0,0,0,0,0,43.449,50.453,10,60,0.195,0,0,0.079,0.000,0,0,0,0,1318.446,0,8.625,6,70,Radiative heating,,20.502,20.502,19.066,18.594,19.511,9.700,0.000,231.425,0
204.151,612.763,2.792,0,0,2.702,0,0.090,0,0,615.555,0,408.612,0,0,922.458,-922.458,0,10777.932,10162.377,0,0,0,0,0,0,0,0,0,0,0,7922.085,1483.443,0,7922.085,9405.528,7922.085,9636.832,0,449.992,66.041,525.545,9.000,43.651,0,0,0,0,0,0,0,0,0,0,44.181,51.490,10,60,0.196,0,0,0.079,0.000,0,0,0,0,1318.446,0,10.511,6,74,Radiative heating,,20.502,20.502,19.004,18.515,19.468,9.000,0.000,231.425,0
204.151,612.763,2.747,0,0,2.702,0,0.045,0,0,615.510,0,408.612,0,0,888.785,-888.785,0,11371.233,10755.723,0,0,0,0,0,0,0,0,0,0,0,8334.653,1487.139,0,8334.653,9821.792,8334.653,10065.085,0,449.992,16.510,690.638,8.300,42.865,0,0,0,0,0,0,0,0,0,0,44.951,52.586,10,60,0.196,0,0,0.080,0.000,0,0,0,0,1318.446,0,13.813,6,77,Radiative heating,,20.502,20.502,18.936,18.429,19.422,8.300,0.000,231.425,0
204.151,612.763,2.747,0,0,2.702,0,0.045,0,0,615.510,0,408.612,0,0,868.011,-868.011,0,11740.014,11124.504,0,0,0,0,0,0,0,0,0,0,0,8672.435,1506.826,0,8672.435,10179.262,8672.435,10432.446,0,449.992,16.510,692.058,7.900,42.346,0,0,0,0,0,0,0,0,0,0,45.605,53.518,10,60,0.197,0,0,0.080,0.000,0,0,0,0,1318.446,0,13.841,6,76,Radiative heating,,20.502,20.502,18.873,18.343,19.378,7.900,0.100,231.425,0
204.151,612.763,2.766,0,0,2.702,0,0.064,0,0,615.529,0,408.612,0,0,851.663,-851.663,0,12131.421,11515.892,0,0,0,0,0,0,0,0,0,0,0,9010.198,1525.504,0,9010.198,10535.702,9010.198,10798.827,0,449.992,33.020,717.066,7.500,41.925,0,0,0,0,0,0,0,0,0,0,46.251,54.442,10,60,0.197,0,0,0.080,0.000,0,0,0,0,1318.446,0,14.341,6,79,Radiative heating,,20.502,20.502,18.809,18.257,19.334,7.500,0.200,231.425,0
204.151,612.763,2.979,0,0,2.702,0,0.277,0,0,615.742,0,408.612,0,0,841.820,-841.820,0,12682.500,12066.758,0,0,0,0,0,0,0,0,0,0,0,9284.334,1552.085,0,9284.334,10836.419,9284.334,11107.606,0,449.992,627.386,959.152,7.300,41.645,0,0,0,0,0,0,0,0,0,0,46.791,55.216,10,60,0.197,0,0,0.080,0.000,0,0,0,0,1318.446,0,19.183,6,78,Radiative heating,,20.502,20.502,18.751,18.176,19.294,7.300,0.700,231.425,0
812.465,2382.402,5.038,0,0,2.702,0,2.336,0,0,2387.440,0,1569.937,0,0,846.340,-560.781,0,15075.773,12688.333,0,0,0,0,0,0,0,0,0,0,0,8628.860,1442.508,0,8628.860,10071.368,8628.860,10323.409,0,359.994,1634.505,2364.924,7.300,41.687,0,0,0,0,0,0,0,0,0,0,45.412,53.242,10,60,0.197,0,0,0.064,0.000,0,0,0,0,1318.446,0,47.298,5,80,Radiative heating,,20.502,20.502,18.731,18.136,19.280,7.300,1.900,185.140,0
1624.930,4764.805,4.885,0,0,2.702,0,2.183,0,0,4769.690,0,3139.875,0,0,905.517,781.014,0,15249.952,10480.262,0,0,0,0,0,0,0,0,0,0,0,6952.443,1257.447,0,6952.443,8209.889,6952.443,8412.835,0,339.175,1427.310,2067.427,8.500,42.954,0,0,0,0,0,0,0,0,0,0,41.924,48.305,10,60,0.196,0,0,0.060,0.000,0,0,0,0,1318.446,0,41.349,4,77,Radiative heating,,20.502,20.502,18.805,18.202,19.331,8.500,1.100,174.433,0
968.684,2893.462,3.102,0,0,2.702,0,0.399,0,0,2896.563,0,1924.778,0,0,985.417,2496.543,0,13246.077,10349.514,0,0,0,0,0,0,0,0,0,0,0,6867.752,1394.399,0,6867.752,8262.151,6867.752,8463.020,0,318.356,1302.666,1886.494,10.100,44.719,0,0,0,0,0,0,0,0,0,0,42.018,48.437,10,60,0.195,0,0,0.056,0.000,0,0,0,0,1318.446,0,37.730,4,71,Radiative heating,,20.502,20.502,18.903,18.320,19.399,10.100,1.000,163.726,0
1176.976,3574.874,3.077,0,0,2.702,0,0.375,0,0,3577.950,0,2397.898,0,0,1057.815,4043.601,0,12155.634,8577.684,0,0,0,0,0,0,0,0,0,0,0,5511.102,1242.729,0,5511.102,6753.831,5511.102,6915.792,0,387.535,1145.001,1661.892,11.400,46.309,0,0,0,0,0,0,0,0,0,0,39.038,44.283,10,60,0.194,0,0,0.068,0.000,0,0,0,0,1318.446,0,33.238,5,66,Radiative heating,,20.502,20.502,19.058,18.510,19.506,11.400,2.700,199.304,0
1176.976,3574.874,3.081,0,0,2.702,0,0.378,0,0,3577.954,0,2397.898,0,0,1114.963,5084.443,0,10934.972,7357.017,0,0,0,0,0,0,0,0,0,0,0,4423.521,1110.922,0,4423.521,5534.443,4423.521,5665.470,0,456.714,1168.948,1691.547,12.600,47.615,0,0,0,0,0,0,0,0,0,0,36.495,40.792,10,60,0.193,0,0,0.080,0.000,0,0,0,0,1318.446,0,33.831,6,61,Radiative heating,,20.502,20.502,19.234,18.739,19.627,12.600,2.200,234.882,0
1729.076,5105.511,3.072,0,0,2.702,0,0.370,0,0,5108.583,0,3376.435,0,0,1178.809,5785.386,0,10078.176,4969.592,0,0,0,0,0,0,0,0,0,0,0,2539.424,735.310,0,2539.424,3274.734,2539.424,3351.094,0,456.714,1119.418,1618.498,14.000,49.051,0,0,0,0,0,0,0,0,0,0,31.332,33.873,10,60,0.192,0,0,0.079,0.000,0,0,0,0,1318.446,0,32.370,6,57,Radiative heating,,20.502,20.502,19.450,19.017,19.776,14.000,2.200,234.882,0
1624.930,4764.805,3.091,0,0,2.702,0,0.389,0,0,4767.896,0,3139.875,0,0,1226.237,4095.563,0,9360.835,4592.939,0,0,0,0,0,0,0,0,0,0,0,2082.379,668.732,0,2082.379,2751.111,2082.379,2814.631,0,408.354,1236.625,1778.308,14.900,50.186,0,0,0,0,0,0,0,0,0,0,30.013,32.147,10,60,0.192,0,0,0.071,0.000,0,0,0,0,1318.446,0,35.566,5,56,Radiative heating,,20.502,20.502,19.602,19.234,19.881,14.900,0.700,210.011,0
968.684,2893.462,3.090,0,0,2.702,0,0.388,0,0,2896.551,0,1924.778,0,0,1249.000,1509.534,0,8481.842,5585.291,0,0,0,0,0,0,0,0,0,0,0,2774.855,960.986,0,2774.855,3735.841,2774.855,3821.526,0,387.535,1227.552,1763.765,15.500,50.774,0,0,0,0,0,0,0,0,0,0,32.443,35.342,10,60,0.191,0,0,0.067,0.000,0,0,0,0,1318.446,0,35.275,5,53,Radiative heating,,20.502,20.502,19.666,19.343,19.925,15.500,1.100,199.304,0
1176.976,3574.874,3.044,0,0,2.702,0,0.342,0,0,3577.918,0,2397.898,0,0,1274.848,-626.076,0,8366.704,4788.786,0,0,0,0,0,0,0,0,0,0,0,2436.860,890.482,0,2436.860,3327.342,2436.860,3403.318,0,456.714,954.316,1385.468,15.900,51.329,0,0,0,0,0,0,0,0,0,0,31.457,34.038,10,60,0.191,0,0,0.079,0.000,0,0,0,0,1318.446,0,27.709,6,54,Radiative heating,,20.502,20.502,19.706,19.402,19.953,15.900,1.900,234.882,0
1176.976,3574.874,3.032,0,0,2.702,0,0.330,0,0,3577.906,0,2397.898,0,0,1269.355,-1267.031,0,8277.783,4699.877,0,0,0,0,0,0,0,0,0,0,0,2446.612,881.885,0,2446.612,3328.497,2446.612,3404.584,0,456.714,888.276,1295.294,15.800,51.265,0,0,0,0,0,0,0,0,0,0,31.460,34.042,10,60,0.191,0,0,0.079,0.000,0,0,0,0,1318.446,0,25.906,6,56,Radiative heating,,20.502,20.502,19.724,19.433,19.965,15.800,2.900,234.882,0
1624.930,4764.805,3.004,0,0,2.702,0,0.301,0,0,4767.808,0,3139.875,0,0,1227.236,-1227.236,0,8573.825,3806.017,0,0,0,0,0,0,0,0,0,0,0,1986.224,661.917,0,1986.224,2648.141,1986.224,2709.080,0,408.354,741.321,1096.937,15.200,50.479,0,0,0,0,0,0,0,0,0,0,29.745,31.800,10,60,0.192,0,0,0.070,0.000,0,0,0,0,1318.446,0,21.939,5,59,Radiative heating,,20.502,20.502,19.743,19.464,19.978,15.200,5.600,210.011,0
1572.857,4594.452,3.055,0,0,2.702,0,0.353,0,0,4597.506,0,3021.595,0,0,1181.870,-1181.870,0,9165.062,4567.556,0,0,0,0,0,0,0,0,0,0,0,2344.687,678.922,0,2344.687,3023.609,2344.687,3094.114,0,429.173,1014.556,1473.442,14.000,49.619,0,0,0,0,0,0,0,0,0,0,30.707,33.054,10,60,0.192,0,0,0.074,0.000,0,0,0,0,1318.446,0,29.469,6,63,Radiative heating,,20.502,20.502,19.726,19.460,19.967,14.000,3.300,220.718,0
1572.857,4594.452,3.099,0,0,2.702,0,0.397,0,0,4597.551,0,3021.595,0,0,1166.957,-1166.957,0,9773.475,5175.924,0,0,0,0,0,0,0,0,0,0,0,2546.520,699.166,0,2546.520,3245.687,2546.520,3321.783,0,359.994,1287.792,1854.141,13.500,49.311,0,0,0,0,0,0,0,0,0,0,31.261,33.781,10,60,0.193,0,0,0.062,0.000,0,0,0,0,1318.446,0,37.083,5,73,Radiative heating,,20.502,20.502,19.709,19.443,19.955,13.500,2.500,185.140,0
1572.857,4594.452,3.102,0,0,2.702,0,0.400,0,0,4597.554,0,3021.595,0,0,1136.429,-1136.429,0,10010.565,5413.012,0,0,0,0,0,0,0,0,0,0,0,2738.033,714.723,0,2738.033,3452.755,2738.033,3534.147,0,359.994,1304.302,1878.865,13.000,48.692,0,0,0,0,0,0,0,0,0,0,31.769,34.449,10,60,0.193,0,0,0.063,0.000,0,0,0,0,1318.446,0,37.577,5,73,Radiative heating,,20.502,20.502,19.685,19.417,19.938,13.000,0.400,185.140,0
812.465,2382.402,3.053,0,0,2.702,0,0.351,0,0,2385.456,0,1569.937,0,0,1112.855,-1112.855,0,8990.423,6604.967,0,0,0,0,0,0,0,0,0,0,0,4018.920,999.835,0,4018.920,5018.756,4018.920,5137.702,0,359.994,1007.119,1467.265,12.500,48.200,0,0,0,0,0,0,0,0,0,0,35.377,39.274,10,60,0.193,0,0,0.063,0.000,0,0,0,0,1318.446,0,29.345,5,79,Radiative heating,,20.502,20.502,19.625,19.350,19.897,12.500,0.400,185.140,0
812.465,2382.402,3.004,0,0,2.702,0,0.302,0,0,2385.406,0,1569.937,0,0,1090.591,-1090.591,0,8922.373,6536.966,0,0,0,0,0,0,0,0,0,0,0,4286.118,1018.501,0,4286.118,5304.619,4286.118,5431.016,0,449.992,742.957,1105.950,12.000,47.694,0,0,0,0,0,0,0,0,0,0,36.002,40.121,10,60,0.194,0,0,0.079,0.000,0,0,0,0,1318.446,0,22.119,6,83,Radiative heating,,20.502,20.502,19.572,19.281,19.860,12.000,0.300,231.425,0
812.465,2382.402,2.927,0,0,2.702,0,0.225,0,0,2385.329,0,1569.937,0,0,1075.060,-1075.060,0,8825.362,6440.033,0,0,0,0,0,0,0,0,0,0,0,4580.801,1050.834,0,4580.801,5631.635,4580.801,5766.399,0,449.992,412.754,673.634,11.600,47.327,0,0,0,0,0,0,0,0,0,0,36.705,41.079,10,60,0.194,0,0,0.079,0.000,0,0,0,0,1318.446,0,13.473,6,89,Radiative heating,,20.502,20.502,19.518,19.210,19.823,11.600,0.300,231.425,0
204.151,612.763,2.898,0,0,2.702,0,0.196,0,0,615.661,0,408.612,0,0,1052.716,-1052.716,0,8370.694,7755.033,0,0,0,0,0,0,0,0,0,0,0,5761.096,1266.764,0,5761.096,7027.860,5761.096,7196.930,0,449.992,313.693,558.102,11.100,46.820,0,0,0,0,0,0,0,0,0,0,39.592,45.050,10,60,0.194,0,0,0.079,0.000,0,0,0,0,1318.446,0,11.162,6,95,Radiative heating,,20.502,20.502,19.436,19.110,19.767,11.100,0.300,231.425,0
204.151,612.763,2.829,0,0,2.702,0,0.127,0,0,615.592,0,408.612,0,0,1041.601,-1041.601,0,8605.302,7989.710,0,0,0,0,0,0,0,0,0,0,0,6069.497,1312.790,0,6069.497,7382.287,6069.497,7560.260,0,449.992,132.081,429.450,10.900,46.512,0,0,0,0,0,0,0,0,0,0,40.299,46.033,10,60,0.195,0,0,0.079,0.000,0,0,0,0,1318.446,0,8.589,6,92,Radiative heating,,20.502,20.502,19.370,19.016,19.721,10.900,0.400,231.425,0
204.151,612.763,2.792,0,0,2.702,0,0.090,0,0,615.555,0,408.612,0,0,1028.386,-1028.386,0,9067.161,8451.606,0,0,0,0,0,0,0,0,0,0,0,6392.783,1349.667,0,6392.783,7742.450,6392.783,7929.698,0,449.992,66.041,521.908,10.600,46.174,0,0,0,0,0,0,0,0,0,0,41.009,47.024,10,60,0.195,0,0,0.079,0.000,0,0,0,0,1318.446,0,10.438,6,94,Radiative heating,,20.502,20.502,19.304,18.926,19.676,10.600,1.700,231.425,0
204.151,612.763,2.747,0,0,2.702,0,0.045,0,0,615.510,0,408.612,0,0,1019.950,-1019.950,0,9558.341,8942.831,0,0,0,0,0,0,0,0,0,0,0,6676.705,1387.501,0,6676.705,8064.206,6676.705,8259.646,0,449.992,16.510,683.185,10.400,45.935,0,0,0,0,0,0,0,0,0,0,41.636,47.900,10,60,0.195,0,0,0.079,0.000,0,0,0,0,1318.446,0,13.664,6,95,Radiative heating,,20.502,20.502,19.244,18.841,19.634,10.400,1.300,231.425,0
204.151,612.763,2.747,0,0,2.702,0,0.045,0,0,615.510,0,408.612,0,0,1019.449,-1019.449,0,9844.689,9229.179,0,0,0,0,0,0,0,0,0,0,0,6916.976,1426.248,0,6916.976,8343.224,6916.976,8545.639,0,449.992,16.510,683.540,10.300,45.864,0,0,0,0,0,0,0,0,0,0,42.173,48.655,10,60,0.195,0,0,0.079,0.000,0,0,0,0,1318.446,0,13.671,6,98,Radiative heating,,20.502,20.502,19.189,18.764,19.596,10.300,1.700,231.425,0
204.151,612.763,2.766,0,0,2.702,0,0.064,0,0,615.529,0,408.612,0,0,1017.982,-1017.982,0,10132.124,9516.595,0,0,0,0,0,0,0,0,0,0,0,7139.570,1460.780,0,7139.570,8600.350,7139.570,8809.222,0,449.992,33.020,707.373,10.200,45.779,0,0,0,0,0,0,0,0,0,0,42.664,49.346,10,60,0.195,0,0,0.079,0.000,0,0,0,0,1318.446,0,14.147,6,99,Radiative heating,,20.502,20.502,19.139,18.693,19.562,10.200,0.500,231.425,0
204.151,612.763,2.979,0,0,2.702,0,0.277,0,0,615.742,0,408.612,0,0,1006.158,-1006.158,0,10648.201,10032.458,0,0,0,0,0,0,0,0,0,0,0,7376.397,1486.284,0,7376.397,8862.681,7376.397,9078.376,0,449.992,627.386,954.082,10.000,45.485,0,0,0,0,0,0,0,0,0,0,43.162,50.047,10,60,0.195,0,0,0.079,0.000,0,0,0,0,1318.446,0,19.082,6,97,Radiative heating,,20.502,20.502,19.090,18.625,19.528,10.000,0.400,231.425,0
812.465,2382.402,5.038,0,0,2.702,0,2.336,0,0,2387.440,0,1569.937,0,0,1014.634,-1002.383,0,13009.473,10622.032,0,0,0,0,0,0,0,0,0,0,0,6710.222,1362.415,0,6710.222,8072.636,6710.222,8268.898,0,359.994,1634.505,2353.134,10.100,45.611,0,0,0,0,0,0,0,0,0,0,41.653,47.925,10,60,0.195,0,0,0.063,0.000,0,0,0,0,1318.446,0,47.063,5,97,Radiative heating,,20.502,20.502,19.075,18.592,19.518,10.100,0.300,185.140,0
1624.930,4764.805,4.885,0,0,2.702,0,2.183,0,0,4769.690,0,3139.875,0,0,1058.571,-679.861,0,13516.907,8747.217,0,0,0,0,0,0,0,0,0,0,0,5377.108,1153.616,0,5377.108,6530.723,5377.108,6688.333,0,339.175,1427.310,2058.884,10.800,46.496,0,0,0,0,0,0,0,0,0,0,38.585,43.658,10,60,0.195,0,0,0.059,0.000,0,0,0,0,1318.446,0,41.178,4,97,Radiative heating,,20.502,20.502,19.115,18.622,19.545,10.800,0.600,174.433,0
968.684,2893.462,3.102,0,0,2.702,0,0.399,0,0,2896.563,0,1924.778,0,0,1106.094,332.971,0,12042.521,9145.958,0,0,0,0,0,0,0,0,0,0,0,5770.958,1323.856,0,5770.958,7094.814,5770.958,7264.590,0,318.356,1302.666,1881.367,11.600,47.495,0,0,0,0,0,0,0,0,0,0,39.724,45.234,10,60,0.194,0,0,0.056,0.000,0,0,0,0,1318.446,0,37.627,4,97,Radiative heating,,20.502,20.502,19.153,18.670,19.571,11.600,1.300,163.726,0
1176.976,3574.874,3.077,0,0,2.702,0,0.375,0,0,3577.950,0,2397.898,0,0,1131.035,1494.514,0,11477.337,7899.386,0,0,0,0,0,0,0,0,0,0,0,4915.850,1178.712,0,4915.850,6094.562,4915.850,6239.627,0,387.535,1145.001,1659.760,12.100,48.030,0,0,0,0,0,0,0,0,0,0,37.680,42.412,10,60,0.194,0,0,0.068,0.000,0,0,0,0,1318.446,0,33.195,5,93,Radiative heating,,20.502,20.502,19.234,18.768,19.627,12.100,1.700,199.304,0
1176.976,3574.874,3.081,0,0,2.702,0,0.378,0,0,3577.954,0,2397.898,0,0,1145.434,2080.456,0,10920.642,7342.688,0,0,0,0,0,0,0,0,0,0,0,4428.163,1091.401,0,4428.163,5519.565,4428.163,5650.521,0,456.714,1168.948,1692.167,12.400,48.396,0,0,0,0,0,0,0,0,0,0,36.463,40.749,10,60,0.194,0,0,0.080,0.000,0,0,0,0,1318.446,0,33.843,6,91,Radiative heating,,20.502,20.502,19.317,18.880,19.684,12.400,1.900,234.882,0
1729.076,5105.511,3.072,0,0,2.702,0,0.370,0,0,5108.583,0,3376.435,0,0,1168.394,1782.308,0,11022.086,5913.503,0,0,0,0,0,0,0,0,0,0,0,3337.905,854.476,0,3337.905,4192.381,3337.905,4291.421,0,456.714,1119.418,1622.081,12.800,48.930,0,0,0,0,0,0,0,0,0,0,33.517,36.772,10,60,0.193,0,0,0.079,0.000,0,0,0,0,1318.446,0,32.442,6,93,Radiative heating,,20.502,20.502,19.411,19.002,19.749,12.800,4.000,234.882,0
1624.930,4764.805,3.091,0,0,2.702,0,0.389,0,0,4767.896,0,3139.875,0,0,1188.846,547.192,0,10840.751,6072.855,0,0,0,0,0,0,0,0,0,0,0,3302.531,888.327,0,3302.531,4190.858,3302.531,4289.328,0,408.354,1236.625,1783.526,13.300,49.423,0,0,0,0,0,0,0,0,0,0,33.513,36.766,10,60,0.193,0,0,0.071,0.000,0,0,0,0,1318.446,0,35.671,5,87,Radiative heating,,20.502,20.502,19.466,19.083,19.787,13.300,3.300,210.011,0
968.684,2893.462,3.090,0,0,2.702,0,0.388,0,0,2896.551,0,1924.778,0,0,1202.685,-692.186,0,10110.137,7213.585,0,0,0,0,0,0,0,0,0,0,0,4163.893,1155.197,0,4163.893,5319.090,4163.893,5443.663,0,387.535,1227.552,1769.922,13.600,49.747,0,0,0,0,0,0,0,0,0,0,36.028,40.157,10,60,0.193,0,0,0.067,0.000,0,0,0,0,1318.446,0,35.398,5,85,Radiative heating,,20.502,20.502,19.469,19.101,19.789,13.600,4.000,199.304,0
